"","V1","mxm_id","artist_uri","artist_name","lyrics_name","lyrics_topic","release_date","artist_playlist_frequency","artist_topic","release_year","release_year_bin","artist_playlist_frequency_bin","error","Is a match ?","Sandy","Jay","Andrew","Keep"
"710",709,139126586,"5efKihafekkUH7UjW5XUPt","Shuja Haider","Baaghi - From """"Baaghi""""",0,2017-08-01,1,2,2017,12,0,0.06288031865,"","","","",""
"711",710,108842957,"74wxdlP4utkNZrtAL0mKrQ","Felix Cavaliere","I Am Free",6,1974-01-01,2,12,1974,8,1,0.06292163869,"","","","",""
"712",711,200835816,"5zDp4B8cjwn7CScyTJ5BPY","Vive La Fête","Tokyo",5,2001-09-04,20,20,2001,11,5,0.06296243281,"","","","",""
"713",712,159572843,"5ie2SvXgvXlTpyqkwLtSd7","Isak Danielson","Love Is Love - Intro",3,2018-10-19,167,9,2018,12,6,0.06300290323,"","","","",""
"714",713,114574971,"5I3emD1qJIxLZibMu39PXv","Byrne & Barnes","Right Through the Heart",1,1981-01-01,6,0,1981,9,3,0.06304216113,"","","","",""
"715",714,126132235,"62DmErcU7dqZbJaDqwsqzR","Popcaan","Jungle Justice",2,2021-03-27,1365,19,2021,13,6,0.06308140137,"","","","",""
"716",715,36191469,"5vwETXwb0ipjJehuwU0tqk","Daughters Of St. Paul","What Christmas Should Be",6,2011-11-01,9,13,2011,12,4,0.06312110805,"","","","",""
"717",716,137792960,"5zC3y8YWW5T0rjc6VZN8Y9","Robert Lamm","It's a Groove, This Life (Live)",7,2005-04-01,2,23,2005,11,1,0.06316087247,"","","","",""
"718",717,63190490,"6bHSJldq5J4lYowHOm9OOX","Eddie Fisher","Song Of The Dreamer (Remastered)",6,1956-01-01,49,10,1956,6,5,0.06319998566,"","","","",""
"719",718,103452405,"5LDnSV99gbDSsMX3Dcer2b","Anita Cochran","Will You Be Here",6,1997-04-04,3,16,1997,10,2,0.06323848405,"","","","",""
"720",719,1948839,"5Z0uPI05JAKcL4GYuKGAw9","Carus Thompson","Gonna Leave This Town",1,2012-07-06,1,22,2012,12,0,0.06327694653,"","","","",""
"721",720,3717969,"34gCtT9OG4N3TE5xxaU228","Donnybrook","Get Real",0,2005-06-21,4,4,2005,11,3,0.06331597489,"","","","",""
"722",721,67801692,"5msYo6aUsFrIHwsphedj0K","Gary Shearston","Jim Jones At Botany Bay",6,1964-01-01,7,6,1964,7,4,0.0633549086,"","","","",""
"723",722,84371481,"5he5w2lnU9x7JFhnwcekXX","Skrillex","Fuck That",5,2014-03-17,29260,17,2014,12,6,0.06339272506,"","","","",""
"724",723,106800510,"26qJe6WgNLFFz2FwBrAY9z","Dale Miller","Hey Jude",6,1975-01-01,1,1,1975,8,0,0.06343211998,"","","","",""
"725",724,205387680,"4igDSX1kgfWbVTDCywcBGm","Johnnyswim","Little Drummer Boy",4,2020-11-06,5189,24,2020,13,6,0.06346969096,"","","","",""
"726",725,88766162,"12P4Y2MpLZqfilLWU2LkoM","Shel Silverstein","Boa Constrictor",1,1984-01-01,31,5,1984,9,5,0.06350853046,"","","","",""
"727",726,74626362,"1doNBEbaI4DGJaX0xdfDO1","Bhim Niroula","Sunday Morning Love You",3,2014-10-11,3,22,2014,12,2,0.06354736122,"","","","",""
"728",727,6307521,"4wJmsVXuTf6B28o3uuwrl9","Beatallica","Revol-ooh-tion",7,2007-07-10,2,11,2007,11,1,0.06358583323,"","","","",""
"729",728,1642617,"1hLFppCfgvSTH9C6ftWOoU","Anorexia Nervosa","Delusive Complexion: Sequence 1: Spiritu Fornicationis: Action 1: Distressing Amnios",6,1997-01-01,5,18,1997,10,3,0.06362569896,"","","","",""
"730",729,36465781,"2h2frsYL6pssri5AZdlMUU","boom boom kid","Rapocappo",4,2010-11-14,8,8,2010,12,4,0.06366723245,"","","","",""
"731",730,53717060,"3wYyutjgII8LJVVOLrGI0D","Buddy Holly","Oh Boy! (Original Mix)",6,1958-01-01,3145,15,1958,6,6,0.06370794566,"","","","",""
"732",731,91810482,"6XloIaGQ9H1Nn37puBzQqm","Lewis Black","Xmas",5,2008-08-05,27,3,2008,11,5,0.06374813596,"","","","",""
"733",732,57638102,"0d4hrN0X4YJYRnGelm42cT","The Blendells","La La La La La",0,2010-09-09,1,0,2010,12,0,0.06378764505,"","","","",""
"734",733,101684871,"6ETpDuVbzktDEfNza1CN8i","Macka Diamond","Dye Dye (Raw)",2,2013-10-17,70,19,2013,12,6,0.06382761022,"","","","",""
"735",734,199031296,"6BYc2LukpoHK13KVqA5lkb","Paul Maxwell","Exstasy",6,2020-06-19,2,14,2020,13,1,0.06386570216,"","","","",""
"736",735,46178449,"5uC3TXF7LKZ7LNA7Ox38i5","Bob McGrath","On Top of Spaghetti",1,1996-01-01,3,20,1996,10,2,0.06390433291,"","","","",""
"737",736,167584987,"51SJkIsJQ3UFQRT3zcwYIx","Duncan Browne","Dwarf in a Tree (A Cautionary Tale)",6,1968-12-31,5,6,1968,7,3,0.06394289481,"","","","",""
"738",737,75041739,"2ZGlJUO9hdjZEvl710OpVX","Rhythm Heritage","Come On and Dance",3,1979-01-01,14,12,1979,8,4,0.06398110049,"","","","",""
"739",738,63040068,"3YzSz6LzumsOduHnTj8Z3i","Simplu","Mr. Originality",7,2006-08-09,1,7,2006,11,0,0.06401785256,"","","","",""
"740",739,147461138,"5Frvd8cVodI6MGNaMHvqV9","Agression","Secret Sex (Live) (Remastered)",6,1985-03-30,16,4,1985,9,5,0.06405470998,"","","","",""
"741",740,168332016,"2wYNzTzigUWAeVLaxeRrg3","The Planet Smashers","Going out Solo",4,2019-05-10,74,21,2019,12,6,0.06409425456,"","","","",""
"742",741,112026585,"561nEkukRp8sjiacYzNcLs","Geof Johnson","Ghost Says Boo",6,2003-10-07,2,13,2003,11,1,0.06413388121,"","","","",""
"743",742,170782575,"7Clvw6D2LeoiQzMjKTxO5U","SORIANO","Stay the Same",5,2019-05-09,3,2,2019,12,2,0.06417257301,"","","","",""
"744",743,50618439,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","No Help Wanted",1,1957-01-01,109,16,1957,6,6,0.06421022501,"","","","",""
"745",744,197991551,"5lQ9ygSr6WMqXYsG00nNNY","Idaho","Skyscrape",6,1993-10-01,18,22,1993,10,5,0.06424812307,"","","","",""
"746",745,141563160,"5EOHmb0jFKhMmjzx0yQfMx","Paolo Tuci","Arriva Cristina",0,2020-03-28,9,24,2020,13,4,0.06428535935,"","","","",""
"747",746,67962479,"0HW2OAV5XOPQgKoFx2Q6uJ","Mats Paulson","Should I Ever Be a Soldier",6,1968-01-01,1,9,1968,7,0,0.06432291558,"","","","",""
"748",747,19771876,"5uCoV18QvrIRbAKXOfcxuB","Digital Emotion","The Beauty & The Beast",3,2008-01-01,5,17,2008,11,3,0.0643588594,"","","","",""
"749",748,91988881,"4EXVZI73RObbQTd4vSmwyS","Leo Aberer","Giovanna - Radio Edit",7,2013-03-08,2,10,2013,12,1,0.06439625654,"","","","",""
"750",749,44621873,"5S8JCEc9r5JQIOYAHngbCs","Tam Tam Go!","John Is Gona Break Your Heart",6,1988-01-27,25,23,1988,9,5,0.06443485487,"","","","",""
"751",750,101684869,"6ETpDuVbzktDEfNza1CN8i","Macka Diamond","Dye Dye (Radio)",2,2013-10-17,70,19,2013,12,6,0.06447272601,"","","","",""
"752",751,69816356,"6P8QexnCWvZ3v4mRQy14aN","Max Webster","Lip Service (Deluxe Remaster Rock Candy Records)",1,1978-04-15,3,0,1978,8,2,0.06451025917,"","","","",""
"753",752,6225888,"48ccMVbQCrXA8QT0acv1vR","Eberg","Love Your Bum",5,2006-06-05,5,1,2006,11,3,0.06454785101,"","","","",""
"754",753,4998737,"6L48AOtGmQL1ELLoKML7cS","Angel Witch","Evil Games (Studio Version)",6,1996-01-01,14,11,1996,10,4,0.06458496726,"","","","",""
"755",754,126687064,"5ZvjfA9yyLHVeUuY3HFLiW","Arkman","Put Kola",0,2017-02-17,1,22,2017,12,0,0.06462264583,"","","","",""
"756",755,200450078,"520qA5VGL9iI0SbmEnTVNg","Maleek Berry","Sunshine",4,2020-07-31,1202,14,2020,13,6,0.06465954547,"","","","",""
"757",756,114242524,"5if6qdSkweSBwhdvFfKbcC","Jerry Bock","A Trip to the Library",6,1963-01-01,42,5,1963,7,5,0.06469724589,"","","","",""
"758",757,148393000,"5Sz7bq7jRVhcwYRY1VRbEw","Youth Avoiders","Breakthrough",6,2018-03-30,2,8,2018,12,1,0.06473502385,"","","","",""
"759",758,47705624,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","I Ride an Old Paint",1,1952-01-01,13,6,1952,6,4,0.06477229094,"","","","",""
"760",759,110066488,"0p2DpCY7eufSqZpW1mAZij","Jawbone","Doney Holler",3,2006-01-01,1,18,2006,11,0,0.06480916445,"","","","",""
"761",760,89657234,"3xIPnnY75wuNmt0r2RRQqA","Spoken Reasons","Stressing",7,2015-02-10,3,3,2015,12,2,0.0648458517,"","","","",""
"762",761,53502468,"7MSUfLeTdDEoZiJPDSBXgi","Brian Eno","Under Stars",6,1983-07-01,1808,20,1983,9,6,0.06488195246,"","","","",""
"763",762,8305220,"2zbWfoRgxEJj2c2MyLjDkK","Jinny","One More Time (Radio Night mix remix)",6,1994-01-01,4,7,1994,10,3,0.06491925051,"","","","",""
"764",763,85895951,"5YUQk45IjdzzQ49G1Txzkk","Horse The Band","Pizza Nif",5,2006-09-05,55,4,2006,11,5,0.06495607736,"","","","",""
"765",764,44683665,"7u1mqP3ykglpCB2c1p1p5I","The Partridge Family","Singing My Song",0,1970-01-01,499,24,1970,8,6,0.06499473888,"","","","",""
"766",765,192882650,"6fyUMxz3J2qb6Nq6HhCCGt","Jonathan Geer","It's Dangerous to Go Alone",4,2020-01-29,2,16,2020,13,1,0.06503302421,"","","","",""
"767",766,195834064,"613E0gWAQz8KN8RyuS6QY6","Mario","Mario the Rapper",1,2013-09-17,1,15,2013,12,0,0.06507006546,"","","","",""
"768",767,99671772,"5vwETXwb0ipjJehuwU0tqk","Daughters Of St. Paul","On This Day, O Beautiful Mother",6,2013-08-01,9,13,2013,12,4,0.06510754807,"","","","",""
"769",768,52376981,"73LminGpr0A0bVpO5MBwdj","Kio Amachree","Ivory",7,2009-01-01,4,12,2009,11,3,0.06514525153,"","","","",""
"770",769,2354843,"2NEBqZaq6kThQTNs0W0zbs","The Mayflies USA","Ariel",6,1998-01-01,3,22,1998,10,2,0.06518236667,"","","","",""
"771",770,124439037,"6yTNMMqumesCWhMJ47HB2a","Yellowman","Zungguzungguguzungguzeng - Live",2,2012-04-04,695,19,2012,12,6,0.0652179442,"","","","",""
"772",771,63190564,"6bHSJldq5J4lYowHOm9OOX","Eddie Fisher","How Do You Speak To an Angel (Remastered)",6,1956-01-01,49,10,1956,6,5,0.06525381375,"","","","",""
"773",772,117065024,"69LGCmz5gH56OxMRVmyMte","Ann-Margret","I Just Want to Make Love to You",3,1966-01-01,140,21,1966,7,6,0.06528871741,"","","","",""
"774",773,17404886,"6xFAcbsGiNrrnMTzToP6kx","Ike Willis","(Venting The) Krypton Gas",1,1988-01-01,1,0,1988,9,0,0.0653251886,"","","","",""
"775",774,92376447,"4fHPnZ3RweL0BTuwilgY2I","Fear Cult","Drop Dead",5,2003-01-01,5,2,2003,11,3,0.06536111612,"","","","",""
"776",775,50584573,"6UNqm2NaYUibmlUoZgCXUk","Constellation Orchestra","Funk Encounter",6,1978-01-01,2,17,1978,8,1,0.06539627646,"","","","",""
"777",776,36465778,"2h2frsYL6pssri5AZdlMUU","boom boom kid","Fuck You Nazi Rockabilly Teeneage",0,2010-11-14,8,8,2010,12,4,0.06543233259,"","","","",""
"778",777,203853113,"6lVRinYmZqt7NFNPZHx0TP","Yung Mavu","Fuego",4,2020-10-23,27,14,2020,13,5,0.06546775803,"","","","",""
"779",778,148391404,"5D9d9xyLNQu32QVD9t4YqH","Nervosa","Never Forget, Never Repeat",6,2018-06-01,3,11,2018,12,2,0.06550310948,"","","","",""
"780",779,1385521,"5zoKOcTDI9EMOhGNaxL708","Gov't Mule","I Put a Spell on You",7,1998-02-05,777,9,1998,10,6,0.06553974593,"","","","",""
"781",780,48051924,"5bH10AS61OHo7F4UxSaGSp","Cathal Coughlan","Pawnshop Riches (GBEVM0210109)",6,2002-07-18,1,6,2002,11,0,0.06557670646,"","","","",""
"782",781,67251906,"4Yl8sbIpAXVcDRkxPQU8fa","Levek","Slow",3,2010-11-16,27,22,2010,12,5,0.06561370017,"","","","",""
"783",782,34815107,"3afJ7ksCTA53PwM233jIf8","Sergio Franchi","I Left My Heart in San Francisco (in Italian)",1,1965-07-01,10,23,1965,7,4,0.06565062201,"","","","",""
"784",783,3110283,"0TBTc4YK2CblCN4UZ9LfoX","Peter Neumann","You Are My King (Amazing Love)",6,2001-01-01,2,1,2001,11,1,0.06568731127,"","","","",""
"785",784,134216237,"5dNqUwGTZcQQ09ecTKkCGH","Dirt Monkey","Blow up the Spot",5,2017-08-21,71,20,2017,12,6,0.06572316853,"","","","",""
"786",785,50880001,"7j990kcAYfYQgW52IiTPIl","Negative FX","Modern Problems",6,1982-07-31,4,4,1982,9,3,0.06575887213,"","","","",""
"787",786,46059346,"4afEuMmqeS7G5nlKF3jSM0","The Jerky Boys","Super Across the Way",6,2020-11-27,3,3,2020,13,2,0.06579619608,"","","","",""
"788",787,2028494,"21J3YJTyq1biE3SvSNjzuf","Capleton","Prophet",2,2015-09-18,573,19,2015,12,6,0.06583326933,"","","","",""
"789",788,69045240,"7jLHPSSqRbt3qDcnnvoh81","Tony Vincent","Whole New Spin",1,1995-04-04,1,5,1995,10,0,0.06586891808,"","","","",""
"790",789,45238781,"7eTW6nXXE1fO6temimN8AW","Royal Gigolos","Black Betty (DJ Tyson Meets Royal Gigolos)",4,2007-09-17,41,7,2007,11,5,0.06590419971,"","","","",""
"791",790,100311762,"2z2l9z2yioLWSoCECNIyEl","Helen","I Believe In Music",6,1978-04-20,10,18,1978,8,4,0.06593905323,"","","","",""
"792",791,96005995,"1neKWNZP74NEuvHZmvMS58","Johnny Burnette & The Rock 'N' Roll Trio","Your Baby Blue Eyes",7,1954-11-15,66,15,1954,6,6,0.06597342243,"","","","",""
"793",792,59882710,"0PZob2RYxNoLjiQAuOzLSe","Seed","Reason",0,2011-05-04,2,0,2011,12,1,0.06600687767,"","","","",""
"794",793,89609250,"5RfS9o5FOLPdO77H58h3oA","Lena Katina","Mr. Saxobeat (RAWsession Version)",3,2011-01-01,6,24,2011,12,3,0.06604131918,"","","","",""
"795",794,38035169,"4ZcLBajtEpbJvVlbaTaGJ8","Nazeel Azami","Rahmānur-Rahim",5,2007-04-30,3,13,2007,11,2,0.06607629966,"","","","",""
"796",795,105955606,"1U5t3ntlqBub4Ckfc3JeBU","The Farmer's Boys","Way You Make Me Cry",6,1983-01-01,1,22,1983,9,0,0.06611139177,"","","","",""
"797",796,195811248,"2YftJBwNPaJJMK5ORcHq8k","The Washboard Union","Dock Rock",1,2020-04-24,26,16,2020,13,5,0.06614639361,"","","","",""
"798",797,48207198,"6Kvc3ovQbEOHgqmOBZJ1tU","Bobby Taylor And The Vancouvers","Reach Out I'll Be There",6,1968-09-28,10,12,1968,7,4,0.06618150138,"","","","",""
"799",798,2157391,"5bWApG9Vdshhd1J50UnNf6","Blossom Dearie","Gentleman Friend",6,1959-01-01,402,10,1959,6,6,0.06621681546,"","","","",""
"800",799,30855940,"5dMXPZsWFs411zjl9TueAr","Nobodys","Nothing Matters",7,1996-05-19,4,8,1996,10,3,0.06625240956,"","","","",""
"801",800,143568359,"0iza8yQDEnUIoJTqUDDPhG","オルゴール ミドリ","TO THE LIMIT (Originally Performed by KAT-TUN)",0,2013-12-09,2,21,2013,12,1,0.06628691802,"","","","",""
"802",801,55113574,"7DUqqw1aXnOYoiB7ebj4ra","Nesian N.I.N.E.","Let Me Know",4,2009-10-05,315,2,2009,11,6,0.06632197583,"","","","",""
"803",802,2918469,"2tpv4AgD0nJJp4qt3MwMiT","Punishment Of Luxury","Babalon",6,1979-01-01,1,17,1979,8,0,0.06635576237,"","","","",""
"804",803,139163369,"0SFycBapbIhuPacbhzDxI2","Crossnaders","Instinct Killa",5,2017-10-27,18,11,2017,12,5,0.06638921211,"","","","",""
"805",804,191939123,"6SxmT09EvM3eYGZ00bUmDw","Dayna Kurtz","Everybody Knows",1,2004-08-03,3,6,2004,11,2,0.06642362714,"","","","",""
"806",805,196882194,"0tkkz8CmkHga4YZgSHEDVl","Keiynan Lonsdale","One Man (feat. Toshimi McHugh Yagi)",3,2020-05-29,74,14,2020,13,6,0.06645782494,"","","","",""
"807",806,102448417,"1JHNDcYDgecLVApixUMQY2","Crime & the City Solution","The Adversary (Live)",6,1993-01-01,10,22,1993,10,4,0.06649274209,"","","","",""
"808",807,10257321,"21J3YJTyq1biE3SvSNjzuf","Capleton","Acres",2,2010-05-28,573,19,2010,12,6,0.06652806011,"","","","",""
"809",808,50879999,"7j990kcAYfYQgW52IiTPIl","Negative FX","Citizens Arrest",6,1982-07-31,4,4,1982,9,3,0.06656289818,"","","","",""
"810",809,137088306,"5mb7qApv0JRaJIYNZBRKcp","Soular System","Aurora",6,2016-06-21,2,20,2016,12,1,0.06659792149,"","","","",""
"811",810,155597303,"7kQFwkR1mTWfGdtZfcvrZP","Claudine Longet","Love Is Blue",0,1968-04-08,28,24,1968,7,5,0.06663249893,"","","","",""
"812",811,2241303,"2ho340nQGxHU6Jb28wXBMW","Young Heart Attack","Starlite",7,2003-12-08,1,0,2003,11,0,0.06666678472,"","","","",""
"813",812,110838535,"5eg7xVxaH0i78QDzhsDjcY","Alex Kassel","Turn It Up",1,2012-10-22,3,9,2012,12,2,0.06670176706,"","","","",""
"814",813,68586748,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","I Ain't Got No Home",6,1953-01-01,13,6,1953,6,4,0.0667373571,"","","","",""
"815",814,86761845,"0kyQwKHCZnKE7kTXkxXjrB","Desorden Público","África",4,2000-12-11,31,23,2000,11,5,0.06677198105,"","","","",""
"816",815,1021528,"1Pe3z1UqRzKsQtHsl25dm6","Juno Reactor","God Is God (Rock of Sion Mix)",5,1997-06-01,173,1,1997,10,6,0.06680611766,"","","","",""
"817",816,8608431,"3vfcneXUnsP3Z7SRfFt5Sz","Cross Country","In the Midnight Hour",6,1973-01-01,2,3,1973,8,1,0.06683901737,"","","","",""
"818",817,111395322,"7K1yj70w0ldP7bMDqiiHMo","Aseul","Give Me Five",3,2016-05-09,1,18,2016,12,0,0.06687197935,"","","","",""
"819",818,102644363,"5ZIWD3ron8V88PbsAZLNoi","Accuface","Pure Energy (Original Radio Edit) - Original Radio Edit",6,2020-02-28,5,7,2020,13,3,0.06690478929,"","","","",""
"820",819,34717810,"5yrITpMyOJXpZrJ7avb2RK","Crudbump","Looking Good",1,2013-01-16,3,5,2013,12,2,0.06694007094,"","","","",""
"821",820,1620352,"7vF3DcPluq6lZI36VniagW","Current 93","From the Broken Cross, Locusts",0,1984-01-01,15,13,1984,9,5,0.06697460886,"","","","",""
"822",821,16880552,"5vnfKgHNYLnKeuFA6c2jJO","Mujeres","Blood Meridian",7,2009-12-07,14,22,2009,11,4,0.06700889095,"","","","",""
"823",822,7364003,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","Letter Edged in Black",6,1956-01-01,109,16,1956,6,6,0.06704180786,"","","","",""
"824",823,178938132,"1a5Lb3quxw1iTaTnnMMWMr","Low Hanging Fruit","Please, Don't Blow This High.",5,2019-08-02,4,8,2019,12,3,0.06707577161,"","","","",""
"825",824,57222170,"5r5CoxvqnhfhYswityEIJ6","Kulcha","Everytime You Go Away",6,1994-09-05,1,12,1994,10,0,0.06710951683,"","","","",""
"826",825,189627657,"6qgnBH6iDM91ipVXv28OMu","KAYTRANADA","DO IT",4,2020-09-04,8353,14,2020,13,6,0.06714299497,"","","","",""
"827",826,2655092,"2cJ3V3p94vWT3fNXGAOBXe","Nancy Ames","He Wore the Green Beret",6,1966-01-01,2,10,1966,7,1,0.06717636753,"","","","",""
"828",827,3510354,"21J3YJTyq1biE3SvSNjzuf","Capleton","In Her Heart",2,2006-01-01,573,19,2006,11,6,0.06720951735,"","","","",""
"829",828,124389116,"5nFt7a5Du2MkdAr1KniXh7","Seth Hills","Riot",1,2017-01-27,36,11,2017,12,5,0.06724145514,"","","","",""
"830",829,192078521,"7AvR99Z6y7N5BWF7VdY3bo","Dollar","Ring Ring",6,1979-09-01,3,17,1979,8,2,0.06727369192,"","","","",""
"831",830,131133274,"7BXFOz3QxY07FGTsI4er8J","As Paradise Falls","The Ultimate Consumer",3,2017-07-21,8,4,2017,12,4,0.06730554298,"","","","",""
"832",831,55537389,"6SSWW2cbVJxbo3bAE8gA7j","The Other Kids","Livin' Downtown",7,2007-06-12,1,15,2007,11,0,0.06733941877,"","","","",""
"833",832,112314994,"5eygg59PhcYgy4ekBgbDA1","Graham Bonnet","Liar",6,1981-11-02,2,0,1981,9,1,0.06737293255,"","","","",""
"834",833,196028434,"24X1z32aFn59XU4P9Vh9gP","Hadiqa Kiani","Woh Kaun Hai",0,1999-01-01,6,2,1999,10,3,0.06740594228,"","","","",""
"835",834,115264745,"0K05TDnN7xPwIHDOwD2YYs","Mili","RTRT",5,2016-10-12,19,21,2016,12,5,0.06743836621,"","","","",""
"836",835,193720362,"7cTaYwNT1P49mASgKULKab","MOONZz","Love Myself",4,2020-03-06,1260,20,2020,13,6,0.06747122153,"","","","",""
"837",836,30413836,"5Fe7lgCHgCB8oZhG3KoTZz","Wendy & Lisa","Fruit at the Bottom",1,2006-01-01,11,24,2006,11,4,0.06750363078,"","","","",""
"838",837,99446591,"66akX7UszLtTZqTTdcFvBL","The Bells","Moody Manitoba Morning - Remastered",6,1966-06-13,3,22,1966,7,2,0.06753508417,"","","","",""
"839",838,57161147,"5Bzq3KDWgWBXVGWdkNniu2","Brian Ellefson","Girl",6,2010-01-01,1,6,2010,12,0,0.06756959708,"","","","",""
"840",839,74362394,"7FtCyCJCJaxabYO7Uyda5B","Cannons","Temporary Romance",3,2014-09-01,454,8,2014,12,6,0.0676047022,"","","","",""
"841",840,132609697,"3O90nZ7V5cI8QoyuKNWjZ0","James Cleveland & The Southern California Community Choir","God Is",6,1979-08-10,54,13,1979,8,5,0.06763983018,"","","","",""
"842",841,1072151,"1C7vGOowqPUuPH2AGsaKcQ","Trance Atlantic Air Waves","Twelve After Midnight",1,1998-03-16,2,7,1998,10,1,0.06767429104,"","","","",""
"843",842,55610980,"4OY0bTUVnkBABwBq5RMxdo","Brandon M. Dennis","The Orna-prints Salesman",7,2009-11-23,6,3,2009,11,3,0.06770798404,"","","","",""
"844",843,8126669,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","Dusty Skies",6,1957-01-01,109,16,1957,6,6,0.06774034825,"","","","",""
"845",844,18340467,"4Ey6YW4OdEBUuVhDEcRdpU","Clare Bowditch","Cocky Lady",5,2012-09-14,10,22,2012,12,4,0.0677738125,"","","","",""
"846",845,4915506,"5noCHaZ4YGlS6K11VB6FYH","Freda'","I en annan del av världen",6,1988-03-08,1,9,1988,9,0,0.06780662801,"","","","",""
"847",846,34049412,"21J3YJTyq1biE3SvSNjzuf","Capleton","Hidden Secrets",2,2009-01-26,573,19,2009,11,6,0.06783937965,"","","","",""
"848",847,100986496,"0cilTln9dpUgfKhi52fqP2","Titus Turner","Bla-Bla-Cha--Cha-Cha",0,2012-01-01,3,18,2012,12,2,0.06787088784,"","","","",""
"849",848,208069707,"2crfTbTl8cTxLFidTcd2Tg","Unghetto Mathieu","Better Than Me",4,2020-12-04,24,14,2020,13,5,0.06790155593,"","","","",""
"850",849,1224869,"2uY6n7zcOlm2yugy9ItRW7","Etnica","Trip Tonight",6,1996-01-01,4,1,1996,10,3,0.06793422929,"","","","",""
"851",850,105870182,"5dg60tC4xNykdRQtunIKYu","Pythia","Sarah - Acoustic Version",1,2010-03-21,2,11,2010,12,1,0.06796673126,"","","","",""
"852",851,8173070,"2YgvCay141HGG3dRfDyqrP","Sharyn Maceren","Want It Want It",3,2007-12-25,10,23,2007,11,4,0.06799847015,"","","","",""
"853",852,90166639,"63Dt0x6oCx3qBDz6G6A5uv","The Arbors","A Symphony For Susan",6,1969-06-09,1,0,1969,7,0,0.06802969236,"","","","",""
"854",853,59362233,"594LqcHtMvKoR0URmSiYJB","Syreeta","Signed, Sealed, Delivered I'm Yours",7,1972-06-20,42,12,1972,8,5,0.06806161771,"","","","",""
"855",854,98017612,"5bWApG9Vdshhd1J50UnNf6","Blossom Dearie","Just In Time",6,1959-01-01,402,10,1959,6,6,0.06809300595,"","","","",""
"856",855,151289498,"7jynrUwwzPVwyesGGlMy89","The Wiz","Wizdom",5,2018-06-01,6,5,2018,12,3,0.0681241635,"","","","",""
"857",856,1155149,"6cMCNCHTuJn7D6qtnOac5M","Femme Fatale","Waiting for the Big One",6,1988-01-01,3,4,1988,9,2,0.06815576255,"","","","",""
"858",857,123411789,"5RYXdbGwBD5Pmuz7rfjMR6","孟佳","Drip",0,2016-11-29,10,17,2016,12,4,0.06818751894,"","","","",""
"859",858,49850000,"5BDCMXm4XkbMociJW3Nkxt","Dana Sedgwick","Forget About the Boy",1,2008-01-01,2,24,2008,11,1,0.06821871111,"","","","",""
"860",859,201110720,"5vUNghxDJhMtKH3r8KfemL","Javi Colors","Feeling Good",6,2020-07-17,1,20,2020,13,0,0.06825021701,"","","","",""
"861",860,175241745,"1anAI9P9iSzc9qzLv6AtHZ","Sure Sure","What's It Like?",4,2019-06-27,502,22,2019,12,6,0.06828131229,"","","","",""
"862",861,92072408,"2LOf1HpUxBqvz3WIdNPdBv","Big Sandy & His Fly-Rite Boys","If I Knew Now (What I Knew Then)",6,1997-06-10,16,15,1997,10,5,0.06831350898,"","","","",""
"863",862,2104109,"0xbwBKuWBNWfDBFsrRJEJG","Vienna Teng","Green Island Lullaby",3,2004-02-24,346,6,2004,11,6,0.06834647772,"","","","",""
"864",863,94576806,"7b1ALQF6uwNAXJIbxBRQvs","ROMP","If Your Head Gets Any Bigger You'll Float Away",7,2015-10-30,3,21,2015,12,2,0.06837971889,"","","","",""
"865",864,68162651,"6G18NLfr5luyGYgMKIupm3","The Rockin' Berries","My Little Red Book",1,1964-01-01,5,2,1964,7,3,0.06841192485,"","","","",""
"866",865,111164833,"5tZudyAoWMu18RFmwdljjp","Kursaal Flyers","The Great Artiste",6,1975-01-01,2,8,1975,8,1,0.06844387886,"","","","",""
"867",866,97521133,"21J3YJTyq1biE3SvSNjzuf","Capleton","See Dem",2,2011-10-03,573,19,2011,12,6,0.06847476348,"","","","",""
"868",867,192022523,"4wVM2SOjXuCEUuTi7lln9x","Frank Casino","Block Hot",5,2020-01-31,1,14,2020,13,0,0.06850633442,"","","","",""
"869",868,1457152,"5uqXpAs0CMDNRWXuQvr3RQ","Jessica Jay","Chilly Cha Cha",0,1998-01-01,11,7,1998,10,4,0.06853740627,"","","","",""
"870",869,91801583,"6ZIgPKHzpcswB8zh7sRIhx","Divididos","Enciende Mi Fuego - Light My Fire",6,1989-09-17,28,0,1989,9,5,0.06856819189,"","","","",""
"871",870,69005811,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","I'll Be a Bachelor 'Till I Die",6,1959-01-01,109,16,1959,6,6,0.06859978309,"","","","",""
"872",871,102689603,"3Sz0QcctlhJ47VT4T6Jlm7","Susie Tallman","The Alphabet Song",4,2011-05-18,26,13,2011,12,5,0.0686315274,"","","","",""
"873",872,828137,"5Mx9fW3bzVpRlNYjCiPwCM","Big Dumb Face","Organ Splitter",1,2001-01-01,3,3,2001,11,2,0.06866242528,"","","","",""
